,traffic,hour,is_weekday,delay_impact_index,flights_before_take_off,traffic_lag_5,flight_numbers,traffic_lag_1,traffic_lag_2,traffic_lag_4,traffic_same_period_last_year,traffic_change_from_last_year,traffic_ratio_from_last_year,traffic_lag_3
10865,0.0,8.0,1.0,21.67,531.0,57.0,0.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,1.0986
10866,3.0,9.0,1.0,29.5,594.0,46.0,0.0,0.0,0.0,0.0,0.6931,0.6932,2.0001,0.0
10867,0.0,9.0,1.0,16.03,635.0,54.0,0.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,1.7918
10868,0.0,10.0,1.0,15.34,663.0,79.0,0.0,1.3863,0.0,0.0,0.0,0.0,1.0,0.0
10869,3.0,10.0,1.0,20.41,688.0,110.0,0.0,0.0,1.3863,0.6931,0.0,1.3863,1.0,0.6931
10870,0.0,11.0,1.0,19.53,649.0,108.0,0.0,0.0,0.0,0.6931,0.6931,-0.6931,0.0,0.0
10871,1.0,11.0,1.0,27.15,632.0,103.0,0.0,1.3863,0.0,0.0,0.0,0.6931,1.0,0.6931
10872,1.0,12.0,1.0,20.76,641.0,98.0,0.0,0.0,1.3863,0.6931,0.0,0.6931,1.0,0.0
10873,0.0,12.0,1.0,16.22,636.0,103.0,0.0,0.6931,0.0,0.0,0.6931,-0.6931,0.0,1.0986
10874,2.0,13.0,1.0,17.69,660.0,98.0,0.0,0.6931,0.6931,0.0,1.0986,0.0,1.0,0.0
10875,1.0,13.0,1.0,20.2,658.0,104.0,0.0,0.0,0.6931,0.6931,0.6931,0.0,1.0,0.0
10876,0.0,14.0,1.0,17.2,641.0,99.0,0.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.6931
10877,1.0,14.0,1.0,24.17,658.0,107.0,0.0,0.6931,1.0986,0.0,1.0986,-0.4055,0.6309,0.0
10878,4.0,15.0,1.0,18.82,643.0,111.0,0.0,0.0,0.6931,0.0,0.0,1.6094,1.0,0.6931
10879,2.0,15.0,1.0,15.96,655.0,118.0,0.0,0.6931,0.0,0.0,1.6094,-0.5108,0.6826,0.0
10880,2.0,16.0,1.0,22.62,644.0,129.0,0.0,1.6094,0.6931,0.0,1.0986,0.0,1.0,0.0
10881,3.0,16.0,1.0,18.67,617.0,115.0,0.0,1.0986,1.6094,0.6931,1.0986,0.2877,1.2619,0.6931
10882,1.0,17.0,1.0,33.46,637.0,111.0,0.0,1.0986,1.0986,0.0,1.0986,-0.4055,0.6309,0.0
10883,3.0,17.0,1.0,17.86,639.0,108.0,0.0,1.3863,1.0986,0.0,1.0986,0.2877,1.2619,0.6931
10884,0.0,18.0,1.0,20.88,645.0,108.0,0.0,0.6931,1.3863,0.6931,0.0,0.0,1.0,0.0
10885,0.0,18.0,1.0,18.86,684.0,123.0,0.0,1.3863,0.6931,0.0,0.0,0.0,1.0,0.0
10886,1.0,19.0,1.0,21.22,669.0,121.0,0.0,0.0,1.3863,0.0,1.0986,-0.4055,0.6309,0.0
10887,3.0,19.0,1.0,21.35,662.0,126.0,0.0,0.0,0.0,0.0,1.0986,0.2877,1.2619,0.0
10888,2.0,20.0,1.0,12.39,635.0,128.0,0.0,0.6931,0.0,0.0,0.6931,0.4055,1.5851,0.0
10889,2.0,20.0,1.0,8.38,595.0,115.0,0.0,1.3863,0.6931,0.0,0.6931,0.4055,1.5851,0.0
10890,2.0,21.0,1.0,10.53,548.0,107.0,0.0,1.0986,1.3863,0.0,0.0,1.0986,1.0,1.3863
10891,0.0,21.0,1.0,3.12,509.0,74.0,0.0,1.0986,1.0986,0.0,0.6931,-0.6931,0.0,0.0
10892,2.0,22.0,1.0,8.39,372.0,52.0,0.0,1.0986,1.0986,0.6931,1.0986,0.0,1.0,0.0
10893,1.0,22.0,1.0,2.85,299.0,27.0,0.0,0.0,1.0986,1.0986,0.0,0.6931,1.0,1.3863
10894,3.0,23.0,1.0,3.23,267.0,16.0,0.0,1.0986,0.0,1.3863,0.6931,0.6932,2.0001,0.0
10895,2.0,23.0,1.0,0.0,181.0,5.0,0.0,0.6931,1.0986,0.0,1.0986,0.0,1.0,0.6931
10896,2.0,0.0,1.0,0.0,194.0,3.0,0.0,1.3863,0.6931,1.0986,0.0,1.0986,1.0,0.6931
10897,1.0,0.0,1.0,0.01,123.0,1.0,0.0,1.0986,1.3863,0.6931,0.0,0.6931,1.0,0.0
10898,0.0,1.0,1.0,0.0,43.0,1.0,0.0,1.0986,1.0986,1.0986,0.6931,-0.6931,0.0,1.0986
10899,0.0,1.0,1.0,0.0,13.0,2.0,0.0,0.6931,1.0986,0.6931,0.0,0.0,1.0,0.6931
10900,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.6931,0.0,0.6931,-0.6931,0.0,0.0
10901,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.6931
10902,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.6094
10903,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,1.0986
10904,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986
10905,0.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.3863,0.0,0.0,1.0,1.3863
10906,0.0,5.0,1.0,0.0,32.0,1.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
10907,0.0,5.0,1.0,0.0,119.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3863
10908,1.0,6.0,1.0,0.06,219.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6931,1.0,0.0
10909,0.0,6.0,1.0,0.95,394.0,24.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
10910,1.0,7.0,1.0,1.56,496.0,51.0,0.0,0.6931,0.0,0.0,0.0,0.6931,1.0,0.6931
10911,0.0,7.0,1.0,1.46,534.0,63.0,0.0,0.0,0.6931,1.0986,0.6931,-0.6931,0.0,1.3863
10912,1.0,8.0,1.0,28.07,585.0,48.0,0.0,0.6931,0.0,0.6931,0.6931,0.0,1.0,1.0986
10913,0.0,8.0,1.0,9.27,547.0,33.0,0.0,0.0,0.6931,0.0,1.0986,-1.0986,0.0,1.0986
10914,1.0,9.0,1.0,16.53,605.0,20.0,0.0,0.6931,0.0,0.6931,0.6931,0.0,1.0,1.0986
10915,1.0,9.0,1.0,6.73,653.0,25.0,0.0,0.0,0.6931,0.0,0.6931,0.0,1.0,0.0
10916,2.0,10.0,1.0,7.32,684.0,31.0,0.0,0.6931,0.0,0.0,0.0,1.0986,1.0,1.0986
10917,2.0,10.0,1.0,8.89,707.0,47.0,0.0,0.6931,0.6931,0.0,0.0,1.0986,1.0,0.6931
10918,0.0,11.0,1.0,6.01,672.0,50.0,0.0,1.0986,0.6931,0.0,0.0,0.0,1.0,1.3863
10919,2.0,11.0,1.0,17.1,657.0,47.0,0.0,1.0986,1.0986,0.0,0.0,1.0986,1.0,1.0986
10920,0.0,12.0,1.0,9.67,661.0,40.0,0.0,0.0,1.0986,0.0,0.6931,-0.6931,0.0,1.0986
10921,1.0,12.0,1.0,9.16,644.0,42.0,0.0,1.0986,0.0,0.6931,1.3863,-0.6932,0.5,0.6931
10922,1.0,13.0,1.0,9.17,665.0,39.0,0.0,0.0,1.0986,0.6931,1.0986,-0.4055,0.6309,0.0
10923,0.0,13.0,1.0,8.33,663.0,51.0,0.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
10924,2.0,14.0,1.0,8.91,649.0,57.0,0.0,0.6931,0.6931,0.0,0.6931,0.4055,1.5851,0.0
10925,1.0,14.0,1.0,10.0,667.0,64.0,0.0,0.0,0.6931,0.0,0.6931,0.0,1.0,0.0
10926,0.0,15.0,1.0,8.43,653.0,66.0,0.0,1.0986,0.0,0.6931,0.6931,-0.6931,0.0,0.0
10927,1.0,15.0,1.0,11.07,655.0,75.0,0.0,0.6931,1.0986,0.0,1.3863,-0.6932,0.5,0.0
10928,0.0,16.0,1.0,8.62,643.0,89.0,0.0,0.0,0.6931,0.6931,0.0,0.0,1.0,0.0
10929,0.0,16.0,1.0,7.35,615.0,87.0,0.0,0.6931,0.0,0.0,0.0,0.0,1.0,0.0
10930,0.0,17.0,1.0,13.66,632.0,81.0,0.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.0
10931,1.0,17.0,1.0,7.04,638.0,84.0,0.0,0.0,0.0,0.0,1.0986,-0.4055,0.6309,0.0
10932,0.0,18.0,1.0,10.66,658.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
10933,3.0,18.0,1.0,7.79,695.0,78.0,0.0,0.6931,0.0,0.6931,0.6931,0.6932,2.0001,0.0
10934,4.0,19.0,1.0,13.12,685.0,80.0,0.0,0.0,0.6931,0.0,1.0986,0.5108,1.465,0.6931
10935,0.0,19.0,1.0,9.42,673.0,96.0,0.0,1.3863,0.0,0.0,0.6931,-0.6931,0.0,0.0
10936,2.0,20.0,1.0,1.06,638.0,93.0,0.0,1.6094,1.3863,0.0,0.6931,0.4055,1.5851,0.6931
10937,1.0,20.0,1.0,0.94,601.0,86.0,0.0,0.0,1.6094,0.0,0.6931,0.0,1.0,0.0
10938,1.0,21.0,1.0,0.76,559.0,81.0,0.0,1.0986,0.0,2.0794,0.0,0.6931,1.0,0.6931
10939,1.0,21.0,1.0,1.39,515.0,61.0,0.0,0.6931,1.0986,1.6094,0.6931,0.0,1.0,0.6931
10940,0.0,22.0,1.0,1.66,370.0,46.0,0.0,0.6931,0.6931,2.3026,0.6931,-0.6931,0.0,1.0986
10941,1.0,22.0,1.0,0.34,300.0,32.0,0.0,0.6931,0.6931,0.0,0.6931,0.0,1.0,1.0986
10942,2.0,23.0,1.0,0.99,259.0,22.0,0.0,0.0,0.6931,0.6931,0.6931,0.4055,1.5851,0.0
10943,1.0,23.0,1.0,0.0,179.0,8.0,0.0,0.6931,0.0,0.0,0.0,0.6931,1.0,1.0986
10944,0.0,0.0,1.0,0.0,191.0,1.0,0.0,1.0986,0.6931,0.6931,0.0,0.0,1.0,0.0
10945,0.0,0.0,1.0,0.01,122.0,1.0,0.0,0.6931,1.0986,0.6931,0.6931,-0.6931,0.0,0.6931
10946,0.0,1.0,1.0,0.0,40.0,2.0,0.0,0.0,0.6931,0.6931,0.0,0.0,1.0,0.6931
10947,0.0,1.0,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10948,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986
10949,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
10950,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094,0.0,0.0,1.0,0.0
10951,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.6931
10952,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10953,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
10954,2.0,5.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.6931,0.0,1.0986,1.0,0.0
10955,1.0,5.0,1.0,0.0,114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6931,1.0,0.6931
10956,0.0,6.0,1.0,0.05,212.0,8.0,0.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.0
10957,0.0,6.0,1.0,1.76,390.0,16.0,0.0,0.6931,1.0986,0.6931,0.0,0.0,1.0,1.3863
10958,1.0,7.0,1.0,4.34,481.0,28.0,0.0,0.0,0.6931,0.0,0.6931,0.0,1.0,1.6094
10959,0.0,7.0,1.0,1.15,530.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10960,0.0,8.0,1.0,10.08,580.0,30.0,0.0,0.6931,0.0,0.6931,0.0,0.0,1.0,1.0986
10961,0.0,8.0,1.0,5.19,536.0,24.0,0.0,0.0,0.6931,1.0986,0.0,0.0,1.0,0.6931
10962,1.0,9.0,1.0,8.58,605.0,20.0,0.0,0.0,0.0,0.6931,0.6931,0.0,1.0,0.6931
10963,2.0,9.0,1.0,4.77,642.0,22.0,0.0,0.0,0.0,0.6931,0.6931,0.4055,1.5851,0.6931
10964,0.0,10.0,1.0,3.98,677.0,24.0,0.0,0.6931,0.0,1.0986,0.0,0.0,1.0,0.0
10965,2.0,10.0,1.0,6.42,699.0,31.0,0.0,1.0986,0.6931,0.0,0.6931,0.4055,1.5851,0.6931
10966,0.0,11.0,1.0,4.55,661.0,29.0,0.0,0.0,1.0986,0.0,0.0,0.0,1.0,1.0986
10967,0.0,11.0,1.0,7.2,643.0,30.0,0.0,1.0986,0.0,0.0,0.6931,-0.6931,0.0,0.6931
10968,1.0,12.0,1.0,4.75,647.0,39.0,0.0,0.0,1.0986,0.6931,0.6931,0.0,1.0,0.0
10969,1.0,12.0,1.0,5.63,641.0,42.0,0.0,0.0,0.0,0.6931,0.0,0.6931,1.0,0.0
10970,1.0,13.0,1.0,5.7,656.0,44.0,0.0,0.6931,0.0,0.6931,0.6931,0.0,1.0,0.0
10971,2.0,13.0,1.0,2.85,661.0,47.0,0.0,0.6931,0.6931,0.0,1.0986,0.0,1.0,0.0
10972,0.0,14.0,1.0,5.14,636.0,52.0,0.0,0.6931,0.6931,0.0,0.0,0.0,1.0,0.0
10973,1.0,14.0,1.0,4.68,657.0,47.0,0.0,1.0986,0.6931,0.0,0.6931,0.0,1.0,0.0
10974,0.0,15.0,1.0,5.4,643.0,44.0,0.0,0.0,1.0986,0.0,0.0,0.0,1.0,0.0
10975,0.0,15.0,1.0,2.2,646.0,43.0,0.0,0.6931,0.0,0.0,0.6931,-0.6931,0.0,0.0
10976,1.0,16.0,1.0,6.09,642.0,54.0,0.0,0.0,0.6931,0.0,0.6931,0.0,1.0,0.0
10977,1.0,16.0,1.0,5.87,610.0,53.0,0.0,0.0,0.0,0.0,0.0,0.6931,1.0,0.0
10978,3.0,17.0,1.0,8.75,626.0,52.0,0.0,0.6931,0.0,0.0,0.0,1.3863,1.0,1.0986
10979,1.0,17.0,1.0,4.62,635.0,58.0,0.0,0.6931,0.6931,0.0,0.0,0.6931,1.0,0.6931
10980,2.0,18.0,1.0,4.9,642.0,59.0,0.0,1.3863,0.6931,0.6931,0.0,1.0986,1.0,0.0
10981,3.0,18.0,1.0,5.48,679.0,66.0,0.0,0.6931,1.3863,0.0,1.0986,0.2877,1.2619,0.0
10982,1.0,19.0,1.0,4.79,667.0,67.0,0.0,1.0986,0.6931,0.0,0.0,0.6931,1.0,0.6931
10983,1.0,19.0,1.0,4.63,665.0,79.0,0.0,1.3863,1.0986,0.0,0.0,0.6931,1.0,0.0
10984,0.0,20.0,1.0,3.07,632.0,84.0,0.0,0.6931,1.3863,1.0986,1.0986,-1.0986,0.0,0.0
10985,1.0,20.0,1.0,4.2,598.0,70.0,0.0,0.6931,0.6931,0.6931,0.0,0.6931,1.0,0.0
10986,0.0,21.0,1.0,3.98,560.0,68.0,0.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.6931
10987,2.0,21.0,1.0,1.87,508.0,46.0,0.0,0.6931,0.0,0.6931,1.0986,0.0,1.0,1.0986
10988,1.0,22.0,1.0,2.31,376.0,31.0,0.0,0.0,0.6931,0.0,0.0,0.6931,1.0,0.0
10989,1.0,22.0,1.0,2.52,299.0,14.0,0.0,1.0986,0.0,0.0,0.0,0.6931,1.0,1.0986
10990,1.0,23.0,1.0,1.6,258.0,7.0,0.0,0.6931,1.0986,0.6931,0.0,0.6931,1.0,0.0
10991,0.0,23.0,1.0,0.0,181.0,3.0,0.0,0.6931,0.6931,0.6931,0.6931,-0.6931,0.0,0.0
10992,2.0,0.0,0.0,0.0,194.0,2.0,0.0,0.6931,0.6931,0.6931,0.0,1.0986,1.0,0.6931
10993,0.0,0.0,0.0,0.01,125.0,1.0,0.0,0.0,0.6931,0.0,0.6931,-0.6931,0.0,0.6931
10994,0.0,1.0,0.0,0.0,48.0,0.0,0.0,1.0986,0.0,0.0,0.0,0.0,1.0,0.6931
10995,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0986,0.0,0.0,0.0,1.0,1.0986
10996,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
10997,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
10998,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
10999,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.6931,1.0,0.0
11000,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3863,0.0,0.0,1.0,0.6931
11001,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.6931,0.0,1.0986,0.0,0.0,1.0,0.6931
11002,0.0,5.0,0.0,0.0,36.0,0.0,0.0,0.0,0.6931,1.0986,0.0,0.0,1.0,1.3863
11003,0.0,5.0,0.0,0.0,117.0,1.0,0.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.6931
11004,1.0,6.0,0.0,0.15,219.0,3.0,0.0,0.0,0.0,1.3863,0.0,0.6931,1.0,1.0986
11005,0.0,6.0,0.0,1.57,392.0,10.0,0.0,0.0,0.0,1.0986,0.6931,-0.6931,0.0,1.3863
11006,1.0,7.0,0.0,3.0,486.0,22.0,0.0,0.6931,0.0,0.6931,0.0,0.6931,1.0,0.6931
11007,1.0,7.0,0.0,4.36,530.0,29.0,0.0,0.0,0.6931,1.7918,0.6931,0.0,1.0,0.6931
11008,0.0,8.0,0.0,16.77,579.0,27.0,0.0,0.6931,0.0,1.3863,0.0,0.0,1.0,0.0
11009,0.0,8.0,0.0,6.94,542.0,18.0,0.0,0.6931,0.6931,1.0986,0.6931,-0.6931,0.0,0.6931
11010,3.0,9.0,0.0,9.64,604.0,12.0,0.0,0.0,0.6931,0.0,0.0,1.3863,1.0,0.0
11011,0.0,9.0,0.0,3.9,650.0,14.0,0.0,0.0,0.0,1.7918,0.0,0.0,1.0,1.0986
11012,0.0,10.0,0.0,6.87,684.0,18.0,0.0,1.3863,0.0,0.0,0.0,0.0,1.0,0.6931
11013,0.0,10.0,0.0,4.98,702.0,30.0,0.0,0.0,1.3863,0.6931,0.6931,-0.6931,0.0,0.6931
11014,1.0,11.0,0.0,5.96,670.0,41.0,0.0,0.0,0.0,0.0,1.0986,-0.4055,0.6309,0.6931
11015,0.0,11.0,0.0,4.85,649.0,44.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.0
11016,0.0,12.0,0.0,9.27,646.0,36.0,0.0,0.6931,0.0,0.0,0.6931,-0.6931,0.0,1.0986
11017,0.0,12.0,0.0,3.25,641.0,29.0,0.0,0.0,0.6931,1.0986,1.7918,-1.7918,0.0,0.0
11018,2.0,13.0,0.0,6.52,654.0,26.0,0.0,0.0,0.0,0.0,1.7918,-0.6932,0.6131,0.0
11019,1.0,13.0,0.0,5.46,657.0,44.0,0.0,0.0,0.0,0.0,0.0,0.6931,1.0,0.0
11020,1.0,14.0,0.0,5.22,649.0,50.0,0.0,1.0986,0.0,0.6931,1.0986,-0.4055,0.6309,0.0
11021,1.0,14.0,0.0,10.73,659.0,54.0,0.0,0.6931,1.0986,0.0,0.0,0.6931,1.0,0.0
11022,0.0,15.0,0.0,6.69,652.0,41.0,0.0,0.6931,0.6931,0.6931,0.6931,-0.6931,0.0,0.0
11023,5.0,15.0,0.0,7.8,650.0,40.0,0.0,0.6931,0.6931,0.0,1.0986,0.6932,1.631,0.6931
11024,3.0,16.0,0.0,6.23,636.0,40.0,0.0,0.0,0.6931,0.0,0.6931,0.6932,2.0001,0.0
11025,0.0,16.0,0.0,5.75,608.0,43.0,0.0,1.7918,0.0,0.6931,1.0986,-1.0986,0.0,0.0
11026,1.0,17.0,0.0,7.8,626.0,42.0,0.0,1.3863,1.7918,0.0,1.0986,-0.4055,0.6309,0.0
11027,2.0,17.0,0.0,2.4,636.0,43.0,0.0,0.0,1.3863,0.6931,1.0986,0.0,1.0,0.0
11028,1.0,18.0,0.0,4.7,659.0,37.0,0.0,0.6931,0.0,0.0,0.0,0.6931,1.0,0.6931
11029,1.0,18.0,0.0,4.41,695.0,37.0,0.0,1.0986,0.6931,0.0,0.6931,0.0,1.0,0.0
11030,0.0,19.0,0.0,5.59,679.0,35.0,0.0,0.6931,1.0986,0.0,0.0,0.0,1.0,0.6931
11031,0.0,19.0,0.0,7.76,672.0,48.0,0.0,0.6931,0.6931,0.0,1.0986,-1.0986,0.0,0.6931
11032,0.0,20.0,0.0,7.56,636.0,54.0,0.0,0.0,0.6931,0.0,0.0,0.0,1.0,0.0
11033,0.0,20.0,0.0,4.39,597.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11034,1.0,21.0,0.0,4.39,556.0,50.0,0.0,0.0,0.0,1.3863,1.0986,-0.4055,0.6309,1.3863
11035,0.0,21.0,0.0,3.0,513.0,37.0,0.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
11036,0.0,22.0,0.0,2.26,366.0,22.0,0.0,0.6931,0.0,0.0,1.0986,-1.0986,0.0,0.0
11037,2.0,22.0,0.0,1.9,303.0,10.0,0.0,0.0,0.6931,1.3863,0.6931,0.4055,1.5851,0.0
11038,1.0,23.0,0.0,0.6,261.0,7.0,0.0,0.0,0.0,0.0,0.6931,0.0,1.0,0.6931
11039,2.0,23.0,0.0,0.0,182.0,4.0,0.0,1.0986,0.0,0.6931,0.6931,0.4055,1.5851,0.0
11040,2.0,0.0,0.0,0.0,195.0,3.0,0.0,0.6931,1.0986,0.6931,0.0,1.0986,1.0,0.0
11041,0.0,0.0,0.0,0.01,124.0,1.0,0.0,1.0986,0.6931,0.0,0.0,0.0,1.0,0.0
11042,0.0,1.0,0.0,0.0,45.0,1.0,0.0,1.0986,1.0986,1.0986,0.0,0.0,1.0,1.0986
11043,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0986,0.6931,0.6931,-0.6931,0.0,0.6931
11044,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
11045,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
11046,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6094,0.0,0.0,1.0,0.0
11047,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986,0.0,0.0,1.0,1.7918
11048,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986,0.0,0.0,1.0,1.3863
11049,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.3863,0.0,0.0,1.0,0.0
11050,0.0,5.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.6931,0.0,0.0,1.0,0.6931
11051,0.0,5.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,1.3863,0.0,0.0,1.0,1.0986
11052,0.0,6.0,0.0,0.06,215.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931
11053,2.0,6.0,0.0,4.23,389.0,3.0,0.0,0.0,0.0,0.0,0.6931,0.4055,1.5851,0.6931
11054,2.0,7.0,0.0,7.35,482.0,14.0,0.0,0.0,0.0,0.6931,0.6931,0.4055,1.5851,0.0
11055,0.0,7.0,0.0,5.74,531.0,17.0,0.0,1.0986,0.0,1.3863,0.0,0.0,1.0,0.0
11056,0.0,8.0,0.0,13.38,581.0,16.0,0.0,1.0986,1.0986,1.0986,0.0,0.0,1.0,0.0
11057,0.0,8.0,0.0,4.33,541.0,13.0,0.0,0.0,1.0986,1.0986,0.6931,-0.6931,0.0,0.0
11058,0.0,9.0,0.0,7.83,602.0,15.0,0.0,0.0,0.0,1.0986,0.6931,-0.6931,0.0,0.6931
11059,1.0,9.0,0.0,2.67,638.0,11.0,0.0,0.0,0.0,0.0,1.3863,-0.6932,0.5,0.0
11060,0.0,10.0,0.0,4.64,668.0,16.0,0.0,0.0,0.0,1.0986,0.0,0.0,1.0,0.0
11061,0.0,10.0,0.0,3.5,690.0,24.0,0.0,0.6931,0.0,0.6931,1.3863,-1.3863,0.0,1.0986
11062,0.0,11.0,0.0,8.07,661.0,40.0,0.0,0.0,0.6931,1.3863,0.6931,-0.6931,0.0,0.6931
11063,2.0,11.0,0.0,4.49,642.0,36.0,0.0,0.0,0.0,1.0986,1.0986,0.0,1.0,1.0986
11064,1.0,12.0,0.0,8.49,648.0,41.0,0.0,0.0,0.0,1.0986,1.3863,-0.6932,0.5,1.0986
11065,0.0,12.0,0.0,5.83,640.0,42.0,0.0,1.0986,0.0,0.6931,0.6931,-0.6931,0.0,0.0
11066,0.0,13.0,0.0,4.15,648.0,47.0,0.0,0.6931,1.0986,0.0,0.6931,-0.6931,0.0,0.0
11067,0.0,13.0,0.0,4.07,660.0,40.0,0.0,0.0,0.6931,0.0,1.3863,-1.3863,0.0,0.0
11068,0.0,14.0,0.0,5.38,638.0,49.0,0.0,0.0,0.0,0.0,1.0986,-1.0986,0.0,0.0
11069,0.0,14.0,0.0,6.31,657.0,50.0,0.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
11070,0.0,15.0,0.0,5.95,646.0,69.0,0.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
11071,0.0,15.0,0.0,4.54,652.0,80.0,0.0,0.0,0.0,0.0,0.6931,-0.6931,0.0,0.0
11072,0.0,16.0,0.0,8.23,644.0,92.0,0.0,0.0,0.0,0.0,1.3863,-1.3863,0.0,0.0
11073,1.0,16.0,0.0,7.15,610.0,83.0,0.0,0.0,0.0,0.0,0.0,0.6931,1.0,0.0
11074,2.0,17.0,0.0,8.11,635.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0986,1.0,0.0
11075,4.0,17.0,0.0,6.57,636.0,67.0,0.0,0.6931,0.0,0.0,1.6094,0.0,1.0,0.0
11076,3.0,18.0,0.0,4.93,651.0,70.0,0.0,1.0986,0.6931,0.6931,0.6931,0.6932,2.0001,0.0
11077,0.0,18.0,0.0,5.82,689.0,90.0,0.0,1.6094,1.0986,0.0,1.3863,-1.3863,0.0,1.0986
11078,1.0,19.0,0.0,4.28,674.0,101.0,0.0,1.3863,1.6094,0.6931,0.0,0.6931,1.0,1.0986
11079,0.0,19.0,0.0,4.08,665.0,105.0,0.0,0.0,1.3863,0.0,0.0,0.0,1.0,0.0
11080,2.0,20.0,0.0,11.33,634.0,98.0,0.0,0.6931,0.0,0.6931,0.6931,0.4055,1.5851,0.0
11081,2.0,20.0,0.0,9.77,608.0,86.0,0.0,0.0,0.6931,0.0,0.6931,0.4055,1.5851,0.0
11082,0.0,21.0,0.0,8.02,562.0,81.0,0.0,1.0986,0.0,0.6931,0.6931,-0.6931,0.0,0.0
11083,1.0,21.0,0.0,6.14,518.0,66.0,0.0,1.0986,1.0986,0.6931,0.6931,0.0,1.0,0.6931
11084,0.0,22.0,0.0,5.26,380.0,50.0,0.0,0.0,1.0986,1.0986,1.3863,-1.3863,0.0,0.0
11085,2.0,22.0,0.0,6.31,297.0,28.0,0.0,0.6931,0.0,1.0986,0.0,1.0986,1.0,0.0
11086,1.0,23.0,0.0,2.09,260.0,16.0,0.0,0.0,0.6931,0.0,1.3863,-0.6932,0.5,0.0
